cs	popsize	wij	s	f	inithom	inithet	p	naa	ntrial	q	err
13	1000	(1.000000,0.990000,1.000000)	0.010000	1.000000	1	2	0.002000	0	100230000	0.000000e+00	0.000000e+00
21	1000	(1.000000,0.990000,1.000000)	0.010000	1.000000	1	2	0.002000	0	100230000	0.000000e+00	0.000000e+00
34	1000	(1.000000,0.990000,1.000000)	0.010000	1.000000	1	2	0.002000	0	100230000	0.000000e+00	0.000000e+00
55	1000	(1.000000,0.990000,1.000000)	0.010000	1.000000	1	2	0.002000	0	100230000	0.000000e+00	0.000000e+00
89	1000	(1.000000,0.990000,1.000000)	0.010000	1.000000	1	2	0.002000	0	100230000	0.000000e+00	0.000000e+00
144	1000	(1.000000,0.990000,1.000000)	0.010000	1.000000	1	2	0.002000	3	100230000	2.993116e-08	3.387029e-08
233	1000	(1.000000,0.990000,1.000000)	0.010000	1.000000	1	2	0.002000	272	100230000	2.713758e-06	3.225093e-07
377	1000	(1.000000,0.990000,1.000000)	0.010000	1.000000	1	2	0.002000	403	5980000	6.739130e-05	6.579498e-06
610	1000	(1.000000,0.990000,1.000000)	0.010000	1.000000	1	2	0.002000	458	1290000	3.550388e-04	3.251038e-05
987	1000	(1.000000,0.990000,1.000000)	0.010000	1.000000	1	2	0.002000	616	650000	9.476923e-04	7.480441e-05
1597	1000	(1.000000,0.990000,1.000000)	0.010000	1.000000	1	2	0.002000	742	490000	1.514286e-03	1.088762e-04
2584	1000	(1.000000,0.990000,1.000000)	0.010000	1.000000	1	2	0.002000	806	440000	1.831818e-03	1.263493e-04
4181	1000	(1.000000,0.990000,1.000000)	0.010000	1.000000	1	2	0.002000	782	430000	1.818605e-03	1.273491e-04
6765	1000	(1.000000,0.990000,1.000000)	0.010000	1.000000	1	2	0.002000	832	440000	1.890909e-03	1.283672e-04
1	1000	(1.000000,0.900000,1.000000)	0.100000	1.000000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
2	1000	(1.000000,0.900000,1.000000)	0.100000	1.000000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
3	1000	(1.000000,0.900000,1.000000)	0.100000	1.000000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
5	1000	(1.000000,0.900000,1.000000)	0.100000	1.000000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
8	1000	(1.000000,0.900000,1.000000)	0.100000	1.000000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
13	1000	(1.000000,0.900000,1.000000)	0.100000	1.000000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
21	1000	(1.000000,0.900000,1.000000)	0.100000	1.000000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
34	1000	(1.000000,0.900000,1.000000)	0.100000	1.000000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
55	1000	(1.000000,0.900000,1.000000)	0.100000	1.000000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
89	1000	(1.000000,0.900000,1.000000)	0.100000	1.000000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
144	1000	(1.000000,0.900000,1.000000)	0.100000	1.000000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
233	1000	(1.000000,0.900000,1.000000)	0.100000	1.000000	0	1	0.000500	10	100230000	9.977053e-08	6.183841e-08
377	1000	(1.000000,0.900000,1.000000)	0.100000	1.000000	0	1	0.000500	385	99580000	3.866238e-06	3.862011e-07
610	1000	(1.000000,0.900000,1.000000)	0.100000	1.000000	0	1	0.000500	392	11440000	3.426573e-05	3.392077e-06
987	1000	(1.000000,0.900000,1.000000)	0.100000	1.000000	0	1	0.000500	416	3070000	1.355049e-04	1.302072e-05
1597	1000	(1.000000,0.900000,1.000000)	0.100000	1.000000	0	1	0.000500	453	1460000	3.102740e-04	2.856834e-05
2584	1000	(1.000000,0.900000,1.000000)	0.100000	1.000000	0	1	0.000500	480	1230000	3.902439e-04	3.490493e-05
4181	1000	(1.000000,0.900000,1.000000)	0.100000	1.000000	0	1	0.000500	505	1200000	4.208333e-04	3.669688e-05
6765	1000	(1.000000,0.900000,1.000000)	0.100000	1.000000	0	1	0.000500	498	1020000	4.882353e-04	4.287109e-05
1	1000	(1.000000,0.900000,1.000000)	0.100000	1.000000	1	2	0.002000	0	100230000	0.000000e+00	0.000000e+00
2	1000	(1.000000,0.900000,1.000000)	0.100000	1.000000	1	2	0.002000	0	100230000	0.000000e+00	0.000000e+00
3	1000	(1.000000,0.900000,1.000000)	0.100000	1.000000	1	2	0.002000	0	100230000	0.000000e+00	0.000000e+00
5	1000	(1.000000,0.900000,1.000000)	0.100000	1.000000	1	2	0.002000	0	100230000	0.000000e+00	0.000000e+00
8	1000	(1.000000,0.900000,1.000000)	0.100000	1.000000	1	2	0.002000	0	100230000	0.000000e+00	0.000000e+00
13	1000	(1.000000,0.900000,1.000000)	0.100000	1.000000	1	2	0.002000	0	100230000	0.000000e+00	0.000000e+00
21	1000	(1.000000,0.900000,1.000000)	0.100000	1.000000	1	2	0.002000	0	100230000	0.000000e+00	0.000000e+00
34	1000	(1.000000,0.900000,1.000000)	0.100000	1.000000	1	2	0.002000	0	100230000	0.000000e+00	0.000000e+00
55	1000	(1.000000,0.900000,1.000000)	0.100000	1.000000	1	2	0.002000	0	100230000	0.000000e+00	0.000000e+00
89	1000	(1.000000,0.900000,1.000000)	0.100000	1.000000	1	2	0.002000	0	100230000	0.000000e+00	0.000000e+00
144	1000	(1.000000,0.900000,1.000000)	0.100000	1.000000	1	2	0.002000	0	100230000	0.000000e+00	0.000000e+00
233	1000	(1.000000,0.900000,1.000000)	0.100000	1.000000	1	2	0.002000	92	100230000	9.178889e-07	1.875651e-07
377	1000	(1.000000,0.900000,1.000000)	0.100000	1.000000	1	2	0.002000	407	10210000	3.986288e-05	3.872745e-06
610	1000	(1.000000,0.900000,1.000000)	0.100000	1.000000	1	2	0.002000	452	1450000	3.117241e-04	2.873357e-05
987	1000	(1.000000,0.900000,1.000000)	0.100000	1.000000	1	2	0.002000	584	660000	8.848485e-04	7.173421e-05
1597	1000	(1.000000,0.900000,1.000000)	0.100000	1.000000	1	2	0.002000	750	510000	1.470588e-03	1.051712e-04
2584	1000	(1.000000,0.900000,1.000000)	0.100000	1.000000	1	2	0.002000	771	450000	1.713333e-03	1.208366e-04
4181	1000	(1.000000,0.900000,1.000000)	0.100000	1.000000	1	2	0.002000	809	440000	1.838636e-03	1.265838e-04
6765	1000	(1.000000,0.900000,1.000000)	0.100000	1.000000	1	2	0.002000	823	430000	1.913953e-03	1.306386e-04
1	1000	(1.000000,0.500000,1.000000)	0.500000	1.000000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
2	1000	(1.000000,0.500000,1.000000)	0.500000	1.000000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
3	1000	(1.000000,0.500000,1.000000)	0.500000	1.000000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
5	1000	(1.000000,0.500000,1.000000)	0.500000	1.000000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
8	1000	(1.000000,0.500000,1.000000)	0.500000	1.000000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
13	1000	(1.000000,0.500000,1.000000)	0.500000	1.000000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
21	1000	(1.000000,0.500000,1.000000)	0.500000	1.000000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
34	1000	(1.000000,0.500000,1.000000)	0.500000	1.000000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
55	1000	(1.000000,0.500000,1.000000)	0.500000	1.000000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
89	1000	(1.000000,0.500000,1.000000)	0.500000	1.000000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
144	1000	(1.000000,0.500000,1.000000)	0.500000	1.000000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
233	1000	(1.000000,0.500000,1.000000)	0.500000	1.000000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
377	1000	(1.000000,0.500000,1.000000)	0.500000	1.000000	0	1	0.000500	33	100230000	3.292427e-07	1.123350e-07
610	1000	(1.000000,0.500000,1.000000)	0.500000	1.000000	0	1	0.000500	386	33500000	1.152239e-05	1.149483e-06
987	1000	(1.000000,0.500000,1.000000)	0.500000	1.000000	0	1	0.000500	410	6560000	6.250000e-05	6.049655e-06
1597	1000	(1.000000,0.500000,1.000000)	0.500000	1.000000	0	1	0.000500	427	2730000	1.564103e-04	1.483452e-05
2584	1000	(1.000000,0.500000,1.000000)	0.500000	1.000000	0	1	0.000500	433	1760000	2.460227e-04	2.317042e-05
4181	1000	(1.000000,0.500000,1.000000)	0.500000	1.000000	0	1	0.000500	453	1620000	2.796296e-04	2.574717e-05
6765	1000	(1.000000,0.500000,1.000000)	0.500000	1.000000	0	1	0.000500	466	1460000	3.191781e-04	2.897523e-05
1	1000	(1.000000,0.500000,1.000000)	0.500000	1.000000	1	2	0.002000	0	100230000	0.000000e+00	0.000000e+00
2	1000	(1.000000,0.500000,1.000000)	0.500000	1.000000	1	2	0.002000	0	100230000	0.000000e+00	0.000000e+00
3	1000	(1.000000,0.500000,1.000000)	0.500000	1.000000	1	2	0.002000	0	100230000	0.000000e+00	0.000000e+00
5	1000	(1.000000,0.500000,1.000000)	0.500000	1.000000	1	2	0.002000	0	100230000	0.000000e+00	0.000000e+00
8	1000	(1.000000,0.500000,1.000000)	0.500000	1.000000	1	2	0.002000	0	100230000	0.000000e+00	0.000000e+00
13	1000	(1.000000,0.500000,1.000000)	0.500000	1.000000	1	2	0.002000	0	100230000	0.000000e+00	0.000000e+00
21	1000	(1.000000,0.500000,1.000000)	0.500000	1.000000	1	2	0.002000	0	100230000	0.000000e+00	0.000000e+00
34	1000	(1.000000,0.500000,1.000000)	0.500000	1.000000	1	2	0.002000	0	100230000	0.000000e+00	0.000000e+00
55	1000	(1.000000,0.500000,1.000000)	0.500000	1.000000	1	2	0.002000	0	100230000	0.000000e+00	0.000000e+00
89	1000	(1.000000,0.500000,1.000000)	0.500000	1.000000	1	2	0.002000	0	100230000	0.000000e+00	0.000000e+00
144	1000	(1.000000,0.500000,1.000000)	0.500000	1.000000	1	2	0.002000	0	100230000	0.000000e+00	0.000000e+00
233	1000	(1.000000,0.500000,1.000000)	0.500000	1.000000	1	2	0.002000	16	100230000	1.596328e-07	7.822009e-08
377	1000	(1.000000,0.500000,1.000000)	0.500000	1.000000	1	2	0.002000	387	37750000	1.025166e-05	1.021392e-06
610	1000	(1.000000,0.500000,1.000000)	0.500000	1.000000	1	2	0.002000	423	2990000	1.414716e-04	1.348107e-05
987	1000	(1.000000,0.500000,1.000000)	0.500000	1.000000	1	2	0.002000	503	940000	5.351064e-04	4.675155e-05
1597	1000	(1.000000,0.500000,1.000000)	0.500000	1.000000	1	2	0.002000	674	570000	1.182456e-03	8.921836e-05
2584	1000	(1.000000,0.500000,1.000000)	0.500000	1.000000	1	2	0.002000	716	520000	1.376923e-03	1.007883e-04
4181	1000	(1.000000,0.500000,1.000000)	0.500000	1.000000	1	2	0.002000	712	470000	1.514894e-03	1.111908e-04
6765	1000	(1.000000,0.500000,1.000000)	0.500000	1.000000	1	2	0.002000	734	470000	1.561702e-03	1.128930e-04
1	1000	(1.000000,1.000000,0.999000)	0.001000	1.000000	0	1	0.000500	651	580000	1.122414e-03	8.617369e-05
2	1000	(1.000000,1.000000,0.999000)	0.001000	1.000000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
3	1000	(1.000000,1.000000,0.999000)	0.001000	1.000000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
5	1000	(1.000000,1.000000,0.999000)	0.001000	1.000000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
8	1000	(1.000000,1.000000,0.999000)	0.001000	1.000000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
13	1000	(1.000000,1.000000,0.999000)	0.001000	1.000000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
21	1000	(1.000000,1.000000,0.999000)	0.001000	1.000000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
34	1000	(1.000000,1.000000,0.999000)	0.001000	1.000000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
55	1000	(1.000000,1.000000,0.999000)	0.001000	1.000000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
89	1000	(1.000000,1.000000,0.999000)	0.001000	1.000000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
144	1000	(1.000000,1.000000,0.999000)	0.001000	1.000000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
233	1000	(1.000000,1.000000,0.999000)	0.001000	1.000000	0	1	0.000500	44	100230000	4.389903e-07	1.297133e-07
377	1000	(1.000000,1.000000,0.999000)	0.001000	1.000000	0	1	0.000500	386	42620000	9.056781e-06	9.035128e-07
610	1000	(1.000000,1.000000,0.999000)	0.001000	1.000000	0	1	0.000500	413	4400000	9.386364e-05	9.052281e-06
987	1000	(1.000000,1.000000,0.999000)	0.001000	1.000000	0	1	0.000500	441	1560000	2.826923e-04	2.638089e-05
1597	1000	(1.000000,1.000000,0.999000)	0.001000	1.000000	0	1	0.000500	517	810000	6.382716e-04	5.500190e-05
2584	1000	(1.000000,1.000000,0.999000)	0.001000	1.000000	0	1	0.000500	544	680000	8.000000e-04	6.720055e-05
4181	1000	(1.000000,1.000000,0.999000)	0.001000	1.000000	0	1	0.000500	604	660000	9.151515e-04	7.295109e-05
6765	1000	(1.000000,1.000000,0.999000)	0.001000	1.000000	0	1	0.000500	624	730000	8.547945e-04	6.704090e-05
1	1000	(1.000000,1.000000,0.999000)	0.001000	1.000000	1	2	0.002000	1450	310000	4.677419e-03	2.401930e-04
2	1000	(1.000000,1.000000,0.999000)	0.001000	1.000000	1	2	0.002000	0	100230000	0.000000e+00	0.000000e+00
3	1000	(1.000000,1.000000,0.999000)	0.001000	1.000000	1	2	0.002000	0	100230000	0.000000e+00	0.000000e+00
5	1000	(1.000000,1.000000,0.999000)	0.001000	1.000000	1	2	0.002000	0	100230000	0.000000e+00	0.000000e+00
8	1000	(1.000000,1.000000,0.999000)	0.001000	1.000000	1	2	0.002000	0	100230000	0.000000e+00	0.000000e+00
13	1000	(1.000000,1.000000,0.999000)	0.001000	1.000000	1	2	0.002000	0	100230000	0.000000e+00	0.000000e+00
21	1000	(1.000000,1.000000,0.999000)	0.001000	1.000000	1	2	0.002000	0	100230000	0.000000e+00	0.000000e+00
34	1000	(1.000000,1.000000,0.999000)	0.001000	1.000000	1	2	0.002000	0	100230000	0.000000e+00	0.000000e+00
55	1000	(1.000000,1.000000,0.999000)	0.001000	1.000000	1	2	0.002000	0	100230000	0.000000e+00	0.000000e+00
89	1000	(1.000000,1.000000,0.999000)	0.001000	1.000000	1	2	0.002000	0	100230000	0.000000e+00	0.000000e+00
144	1000	(1.000000,1.000000,0.999000)	0.001000	1.000000	1	2	0.002000	0	100230000	0.000000e+00	0.000000e+00
